"course_id","course_name","competency","category","level","delivery_mode","duration_hours","duration_weeks","max_participants","resource_types","prerequisites","certification_offered","start_date","end_date","status","num_qualified_trainers","primary_trainer_id","num_recommended_trainees","total_enrolled","completion_rate_percent","average_course_rating","average_assessment_pass_rate_percent","description","qualified_trainers"
"C1078","Cyclone Warning for Regional Centres","Cyclone warning","Cyclone Warning","Intermediate","Offline","20","2","50","System.Object[]","System.Object[]","False","2026-05-05","2026-05-19","completed","5","TRN20260108","7","5","81.4","3.6","76.2","Cyclone Warning for Regional Centres equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1079","Hands-on Cyclone Warning","Cyclone warning","Cyclone Warning","Advanced","Hybrid","8","1","50","System.Object[]","System.Object[]","True","2026-09-09","2026-09-16","completed","5","TRN20260108","5","20","86.5","4.3","90.1","Hands-on Cyclone Warning equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1080","Introduction to Cyclone Warning","Cyclone warning","Cyclone Warning","Beginner","Online","8","1","30","System.Object[]","System.Object[]","False","2026-08-28","2026-09-04","completed","5","TRN20260108","8","6","89","4.7","72.3","Introduction to Cyclone Warning equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1081","Cyclone Warning for New Recruits","Cyclone warning","Cyclone Warning","Beginner","Offline","40","5","50","System.Object[]","System.Object[]","False","2026-10-06","2026-11-10","upcoming","5","TRN20260108","5","28","73.8","3.9","77.1","Cyclone Warning for New Recruits equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1082","Cyclone Warning Capstone Project","Cyclone warning","Cyclone Warning","Advanced","Hybrid","12","2","40","System.Object[]","System.Object[]","True","2026-10-27","2026-11-10","upcoming","5","TRN20260108","8","10","69.1","3.7","77.4","Cyclone Warning Capstone Project equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1083","Cyclone Warning Bootcamp","Cyclone warning","Cyclone Warning","Beginner","Online","32","4","40","System.Object[]","System.Object[]","True","2026-11-02","2026-11-30","upcoming","5","TRN20260108","7","15","96","3.4","83.7","Cyclone Warning Bootcamp equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1084","Foundations of Cyclone Warning","Cyclone warning","Cyclone Warning","Beginner","Offline","12","2","20","System.Object[]","System.Object[]","True","2026-07-28","2026-08-11","completed","5","TRN20260108","7","9","77.8","3.9","85.3","Foundations of Cyclone Warning equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1085","Cyclone Warning: Case Studies from Indian Meteorology","Cyclone warning","Cyclone Warning","Advanced","Hybrid","8","1","25","System.Object[]","System.Object[]","True","2026-11-05","2026-11-12","upcoming","5","TRN20260108","5","8","60.8","3.3","66.7","Cyclone Warning: Case Studies from Indian Meteorology equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1086","Specialized Cyclone Warning Training","Cyclone warning","Cyclone Warning","Beginner","Online","40","5","30","System.Object[]","System.Object[]","True","2026-11-30","2027-01-04","upcoming","5","TRN20260108","5","8","97.4","4.5","69.2","Specialized Cyclone Warning Training equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1087","Cyclone Warning Refresher Course","Cyclone warning","Cyclone Warning","Intermediate","Offline","16","2","50","System.Object[]","System.Object[]","False","2026-05-26","2026-06-09","completed","5","TRN20260108","3","38","72.7","3.9","82.4","Cyclone Warning Refresher Course equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1088","Cyclone Warning: Tools and Applications","Cyclone warning","Cyclone Warning","Advanced","Hybrid","32","4","20","System.Object[]","System.Object[]","False","2026-06-13","2026-07-11","completed","5","TRN20260108","4","6","90.7","4.1","71.9","Cyclone Warning: Tools and Applications equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1089","Cyclone Warning in Operational Forecasting","Cyclone warning","Cyclone Warning","Beginner","Online","32","4","25","System.Object[]","System.Object[]","True","2027-01-14","2027-02-11","upcoming","5","TRN20260108","4","24","77.9","4.1","66.6","Cyclone Warning in Operational Forecasting equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1090","Cyclone Warning for Decision Makers","Cyclone warning","Cyclone Warning","Intermediate","Offline","12","2","50","System.Object[]","System.Object[]","False","2026-04-07","2026-04-21","completed","5","TRN20260108","3","46","64.1","4.2","84.1","Cyclone Warning for Decision Makers equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1091","Cyclone Warning Essentials","Cyclone warning","Cyclone Warning","Beginner","Hybrid","32","4","50","System.Object[]","System.Object[]","False","2026-08-30","2026-09-27","ongoing","5","TRN20260108","5","31","75.8","3.5","83.7","Cyclone Warning Essentials equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1092","Applied Cyclone Warning","Cyclone warning","Cyclone Warning","Beginner","Online","32","4","30","System.Object[]","System.Object[]","True","2026-10-23","2026-11-20","upcoming","5","TRN20260108","7","12","61.1","3.3","96.9","Applied Cyclone Warning equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1093","Cyclone Warning for Field Officers","Cyclone warning","Cyclone Warning","Intermediate","Offline","40","5","25","System.Object[]","System.Object[]","False","2026-04-17","2026-05-22","completed","5","TRN20260108","7","19","96.6","3.6","73.8","Cyclone Warning for Field Officers equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1094","Master Class: Cyclone Warning","Cyclone warning","Cyclone Warning","Advanced","Hybrid","20","2","50","System.Object[]","System.Object[]","False","2026-04-29","2026-05-13","completed","5","TRN20260108","6","8","79.5","3.5","81.6","Master Class: Cyclone Warning equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1095","Cyclone Warning Best Practices","Cyclone warning","Cyclone Warning","Beginner","Online","24","3","40","System.Object[]","System.Object[]","False","2026-12-08","2026-12-29","upcoming","5","TRN20260108","4","40","95.4","4.5","67.8","Cyclone Warning Best Practices equips IMD personnel with the knowledge and skills required for tropical cyclone track and intensity forecasting and issuing timely cyclone warnings. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Cyclone warning' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C107","Severe Weather & Nowcasting","Severe weather forecasting","Severe Weather Forecasting","Beginner","Online","32","4","50","System.Object[]","System.Object[]","True","2027-01-13","2027-02-10","upcoming","5","TRN20260131","5","43","75.4","4.8","90.5","Severe Weather & Nowcasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1096","Foundations of Severe Weather Forecasting","Severe weather forecasting","Severe Weather Forecasting","Beginner","Offline","32","4","20","System.Object[]","System.Object[]","False","2026-07-05","2026-08-02","completed","5","TRN20260131","4","11","55.8","3.7","65.9","Foundations of Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1097","Severe Weather Forecasting for New Recruits","Severe weather forecasting","Severe Weather Forecasting","Beginner","Hybrid","24","3","50","System.Object[]","System.Object[]","False","2026-09-14","2026-10-05","ongoing","5","TRN20260131","4","29","68.5","3.5","95.6","Severe Weather Forecasting for New Recruits equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1098","Intermediate Severe Weather Forecasting","Severe weather forecasting","Severe Weather Forecasting","Beginner","Online","32","4","30","System.Object[]","System.Object[]","False","2026-08-10","2026-09-07","completed","5","TRN20260131","4","15","75.6","4.2","96.4","Intermediate Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1099","Severe Weather Forecasting Certification Program","Severe weather forecasting","Severe Weather Forecasting","Intermediate","Offline","8","1","50","System.Object[]","System.Object[]","False","2026-12-23","2026-12-30","upcoming","5","TRN20260131","3","33","83.2","4.5","68.3","Severe Weather Forecasting Certification Program equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1100","Severe Weather Forecasting: Tools and Applications","Severe weather forecasting","Severe Weather Forecasting","Advanced","Hybrid","24","3","30","System.Object[]","System.Object[]","True","2026-06-01","2026-06-22","completed","5","TRN20260131","7","8","72.8","4.4","63.9","Severe Weather Forecasting: Tools and Applications equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1101","Master Class: Severe Weather Forecasting","Severe weather forecasting","Severe Weather Forecasting","Beginner","Online","24","3","25","System.Object[]","System.Object[]","False","2026-06-20","2026-07-11","completed","5","TRN20260131","5","12","78","4.4","96.5","Master Class: Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1102","Severe Weather Forecasting: Case Studies from Indian Meteorology","Severe weather forecasting","Severe Weather Forecasting","Intermediate","Offline","40","5","25","System.Object[]","System.Object[]","False","2026-11-10","2026-12-15","upcoming","5","TRN20260131","4","23","80.9","4.8","73.1","Severe Weather Forecasting: Case Studies from Indian Meteorology equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1103","Severe Weather Forecasting Workshop","Severe weather forecasting","Severe Weather Forecasting","Advanced","Hybrid","12","2","50","System.Object[]","System.Object[]","False","2026-06-20","2026-07-04","completed","5","TRN20260131","4","26","89","4.2","89.5","Severe Weather Forecasting Workshop equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1104","Severe Weather Forecasting in Operational Forecasting","Severe weather forecasting","Severe Weather Forecasting","Beginner","Online","40","5","40","System.Object[]","System.Object[]","False","2026-09-07","2026-10-12","ongoing","5","TRN20260131","4","21","71.5","4","70.4","Severe Weather Forecasting in Operational Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1105","Applied Severe Weather Forecasting","Severe weather forecasting","Severe Weather Forecasting","Intermediate","Offline","24","3","50","System.Object[]","System.Object[]","False","2026-08-21","2026-09-11","completed","5","TRN20260131","8","50","88.1","4.4","84.9","Applied Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1106","Severe Weather Forecasting for Regional Centres","Severe weather forecasting","Severe Weather Forecasting","Advanced","Hybrid","24","3","25","System.Object[]","System.Object[]","False","2026-12-17","2027-01-07","upcoming","5","TRN20260131","6","12","84.3","4.2","90.7","Severe Weather Forecasting for Regional Centres equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1107","Severe Weather Forecasting for Field Officers","Severe weather forecasting","Severe Weather Forecasting","Beginner","Online","24","3","30","System.Object[]","System.Object[]","False","2026-05-08","2026-05-29","completed","5","TRN20260131","7","19","60","3.5","82.7","Severe Weather Forecasting for Field Officers equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1108","Severe Weather Forecasting: Core Concepts","Severe weather forecasting","Severe Weather Forecasting","Intermediate","Offline","40","5","20","System.Object[]","System.Object[]","True","2026-09-15","2026-10-20","ongoing","5","TRN20260131","7","5","87.1","4.2","61.8","Severe Weather Forecasting: Core Concepts equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1109","Practical Lab: Severe Weather Forecasting","Severe weather forecasting","Severe Weather Forecasting","Advanced","Hybrid","24","3","20","System.Object[]","System.Object[]","True","2026-12-24","2027-01-14","upcoming","5","TRN20260131","6","17","71.2","4.4","85.8","Practical Lab: Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1110","Severe Weather Forecasting for Decision Makers","Severe weather forecasting","Severe Weather Forecasting","Beginner","Online","32","4","30","System.Object[]","System.Object[]","True","2026-09-16","2026-10-14","ongoing","5","TRN20260131","7","18","77.9","4.6","69.7","Severe Weather Forecasting for Decision Makers equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1111","Severe Weather Forecasting Essentials","Severe weather forecasting","Severe Weather Forecasting","Beginner","Offline","16","2","25","System.Object[]","System.Object[]","True","2026-07-26","2026-08-09","completed","5","TRN20260131","4","6","74.2","4.3","94","Severe Weather Forecasting Essentials equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1112","Severe Weather Forecasting Bootcamp","Severe weather forecasting","Severe Weather Forecasting","Advanced","Hybrid","20","2","40","System.Object[]","System.Object[]","False","2026-07-22","2026-08-05","completed","5","TRN20260131","4","25","79.8","4.5","91.9","Severe Weather Forecasting Bootcamp equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1113","Severe Weather Forecasting Best Practices","Severe weather forecasting","Severe Weather Forecasting","Beginner","Online","12","2","50","System.Object[]","System.Object[]","False","2026-09-15","2026-09-29","ongoing","5","TRN20260131","3","45","84.2","4.1","61.8","Severe Weather Forecasting Best Practices equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1114","Specialized Severe Weather Forecasting Training","Severe weather forecasting","Severe Weather Forecasting","Intermediate","Offline","40","5","50","System.Object[]","System.Object[]","False","2026-10-20","2026-11-24","upcoming","5","TRN20260131","6","50","61.2","4","62.2","Specialized Severe Weather Forecasting Training equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1115","Severe Weather Forecasting Refresher Course","Severe weather forecasting","Severe Weather Forecasting","Advanced","Hybrid","24","3","50","System.Object[]","System.Object[]","True","2026-10-02","2026-10-23","upcoming","5","TRN20260131","4","10","78","4.6","62","Severe Weather Forecasting Refresher Course equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1116","Advanced Severe Weather Forecasting Techniques","Severe weather forecasting","Severe Weather Forecasting","Advanced","Online","40","5","20","System.Object[]","System.Object[]","True","2026-10-12","2026-11-16","upcoming","5","TRN20260131","5","20","94.3","4.4","87.4","Advanced Severe Weather Forecasting Techniques equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1117","Severe Weather Forecasting Capstone Project","Severe weather forecasting","Severe Weather Forecasting","Intermediate","Offline","24","3","30","System.Object[]","System.Object[]","True","2026-09-02","2026-09-23","ongoing","5","TRN20260131","5","8","89.5","4.4","89.7","Severe Weather Forecasting Capstone Project equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This intermediate course assumes basic familiarity with the subject and deepens practical, applied skills. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1118","Hands-on Severe Weather Forecasting","Severe weather forecasting","Severe Weather Forecasting","Advanced","Hybrid","16","2","30","System.Object[]","System.Object[]","False","2026-07-18","2026-08-01","completed","5","TRN20260131","3","23","86","3.7","67.7","Hands-on Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1119","Introduction to Severe Weather Forecasting","Severe weather forecasting","Severe Weather Forecasting","Beginner","Online","24","3","25","System.Object[]","System.Object[]","True","2026-04-30","2026-05-21","completed","5","TRN20260131","6","22","97.6","4.8","80.4","Introduction to Severe Weather Forecasting equips IMD personnel with the knowledge and skills required for identifying and forecasting thunderstorms, hailstorms and other severe convective weather. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Severe weather forecasting' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C108","Numerical Weather Prediction","Numerical weather prediction","Numerical Weather Prediction","Beginner","Online","24","3","30","System.Object[]","System.Object[]","False","2026-08-06","2026-08-27","completed","5","TRN20260293","3","12","63.3","4.1","91.8","Numerical Weather Prediction equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered fully online through self-paced modules and live virtual sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1120","Introduction to Numerical Weather Prediction","Numerical weather prediction","Numerical Weather Prediction","Beginner","Offline","8","1","30","System.Object[]","System.Object[]","True","2026-06-18","2026-06-25","completed","5","TRN20260293","5","17","78.8","3.3","60.4","Introduction to Numerical Weather Prediction equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This entry-level course builds foundational understanding for officers new to the subject, with no prior experience assumed. Delivered as an in-person, station-based training programme with hands-on instruction. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
"C1121","Numerical Weather Prediction: Case Studies from Indian Meteorology","Numerical weather prediction","Numerical Weather Prediction","Advanced","Hybrid","20","2","40","System.Object[]","System.Object[]","True","2026-04-08","2026-04-22","completed","5","TRN20260293","4","9","84.4","3.7","81.2","Numerical Weather Prediction: Case Studies from Indian Meteorology equips IMD personnel with the knowledge and skills required for running, interpreting and post-processing outputs of numerical weather prediction (NWP) models. This advanced course is designed for experienced officers seeking to master specialized techniques and lead operational deployment. Delivered in a hybrid format combining self-paced online modules with in-person practical sessions. The course maps to the 'Numerical weather prediction' competency in the Capacity Connect competency framework and includes assessments to validate skill acquisition.","System.Object[]"
